"RANK","LAST","ON","TITOLO","ARTISTA","ETICHETTA","DISTRIBUTORE",
63,49,11,"LA BELLAVITA","PAKY & JUL","ISLAND","UNIVERSAL MUSIC"
64,65,2,"HEAVEN","BOOMDABASH & EIFFEL 65","B1","UNIVERSAL MUSIC"
65,45,58,"LA CODA DEL DIAVOLO","RKOMI & ELODIE","ISLAND","UNIVERSAL MUSIC"
66,37,51,"SHAKERANDO","RHOVE","VIRGIN","UNIVERSAL MUSIC"
67,46,50,"FARFALLE","SANGIOVANNI","SUGAR","UNIVERSAL MUSIC"
68,56,33,"VIENI NEL MIO CUORE","ULTIMO","ULTIMO RECORDS","BELIEVE"
69,50,30,"CARAMELLO","ROCCO HUNT, ELETTRA LAMBORGHINI & LOLA ÍNDIGO","EPIC","SONY MUSIC"
70,80,2,"ESCAPISM.","RAYE FEAT. 070 SHAKE","HUMAN RE SOURCES","THE ORCHARD"
71,52,4,"NESSUNO","LAZZA & GEOLIER","ISLAND","UNIVERSAL MUSIC"
72,53,6,"LO-FI FOR U","TEDUA & SHUNE","EPIC","SONY MUSIC"
73,63,6,"HIKIKOMORI","PINGUINI TATTICI NUCLEARI","COLUMBIA","SONY MUSIC"
74,60,21,"I AIN'T WORRIED","ONEREPUBLIC","VIRGIN","UNIVERSAL MUSIC"
75,74,2,"OK. RESPIRA","ELODIE","ISLAND","UNIVERSAL MUSIC"
76,59,8,"MADE YOU LOOK","MEGHAN TRAINOR","EPIC","SONY MUSIC"
77,64,5,"CRISI DI STATO","FEDEZ","COLUMBIA","SONY MUSIC"
78,61,50,"BRIVIDI","MAHMOOD & BLANCO","ISLAND","UNIVERSAL MUSIC"
79,58,2,"DON'T YOU WORRY","BLACK EYED PEAS, SHAKIRA & DAVID GUETTA","EPIC","SONY MUSIC"
80,55,82,"MI FAI IMPAZZIRE","BLANCO & SFERA EBBASTA","ISLAND","UNIVERSAL MUSIC"
81,57,41,"I LOVE YOU BABY","JOVANOTTI & SIXPM","CAPITOL","UNIVERSAL MUSIC"
82,73,2,"ANTI-HERO","TAYLOR SWIFT","ISLAND","UNIVERSAL MUSIC"
83,62,47,"BABY GODDAMN","TANANAI","CAPITOL","UNIVERSAL MUSIC"
84,67,2,"LEI","NEIMA EZZA FEAT. RONDODASOSA","EPIC","SONY MUSIC"
85,54,2,"HACE CALOR","KALEB DI MASI, SFERA EBBASTA & RVFV FEAT. OMAR VARELA","WAPEO","INDIPENDENTI"
86,84,2,"TI VA DI STARE BENE","ULTIMO","ULTIMO RECORDS","BELIEVE"
87,66,2,"TROPICANA","BOOMDABASH & ANNALISA","CAPITOL/WARNER","UNIVERSAL MUSIC"
88,76,2,"MI FIDERÒ","MARCO MENGONI FEAT. MADAME","EPIC/SUGAR","SONY MUSIC"
89,69,6,"ZEN","PINGUINI TATTICI NUCLEARI","COLUMBIA","SONY MUSIC"
90,72,2,"CUFF IT","BEYONCÉ","COLUMBIA","SONY MUSIC"
91,"NEW",1,"KILL BILL","SZA","RCA RECORDS LABEL","SONY MUSIC"
92,82,2,"UN ALTRO SHOW","SHIVA FEAT. GEOLIER","MILANO OVEST/COLUMBIA","SONY MUSIC"
93,90,2,"CELESTIAL","ED SHEERAN","ATLANTIC RECORDS UK","WARNER MUSIC"
94,85,2,"DESTRI","GAZZELLE","MACISTE DISCHI / ARTIST FIRST","ARTIST FIRST"
95,"NEW",1,"R()T()NDA","THASUP FEAT. TIZIANO FERRO","ARISTA/COLUMBIA","SONY MUSIC"
96,68,4,"SENZA RUMORE","LAZZA","ISLAND","UNIVERSAL MUSIC"
97,79,2,"SHALLOW","LADY GAGA & BRADLEY COOPER","VIRGIN","UNIVERSAL MUSIC"
98,71,2,"PARE","GHALI FEAT. MADAME","ATLANTIC","WARNER MUSIC"
99,83,2,"LA BACHATA","MANUEL TURIZO","EPIC","SONY MUSIC"
100,96,2,"SUPERCLASSICO","ERNIA","ISLAND","UNIVERSAL MUSIC"
